tag,x,y
yellow,16.790725708007812,-1.6339786052703857
yellow,21.015966415405273,-1.5776764154434204
yellow,25.94927406311035,-1.684433937072754
yellow,29.048070907592773,-1.7288788557052612
yellow,32.611961364746094,-1.8369622230529785
yellow,35.958824157714844,-2.02518367767334
yellow,39.90827178955078,-3.046914577484131
yellow,42.197879791259766,-5.731150150299072
yellow,42.643951416015625,-7.45758581161499
yellow,42.62221145629883,-9.845609664916992
yellow,42.52406692504883,-11.47083854675293
yellow,42.15972900390625,-13.486030578613281
yellow,41.45615005493164,-15.18188762664795
yellow,40.532562255859375,-16.87975311279297
yellow,38.5180549621582,-18.998863220214844
yellow,36.203975677490234,-20.470911026000977
yellow,32.758670806884766,-21.973819732666016
yellow,28.473556518554688,-23.481792449951172
yellow,25.443721771240234,-24.17145347595215
yellow,22.964296340942383,-24.4952335357666
yellow,18.79351806640625,-23.467641830444336
yellow,16.173812866210938,-21.452484130859375
yellow,13.563885688781738,-18.866912841796875
yellow,11.889633178710938,-17.364273071289062
yellow,10.303607940673828,-16.09937858581543
yellow,6.79945707321167,-13.866070747375488
yellow,4.328303813934326,-13.511563301086426
yellow,1.123018741607666,-13.71390151977539
yellow,-2.753823757171631,-14.165826797485352
yellow,-4.8145432472229,-15.676466941833496
yellow,-7.1526875495910645,-19.083581924438477
yellow,-8.184141159057617,-23.216394424438477
yellow,-7.907784938812256,-27.239025115966797
yellow,-7.008912086486816,-31.04509925842285
yellow,-8.421164512634277,-34.92124938964844
yellow,-10.343802452087402,-39.310264587402344
yellow,-9.215775489807129,-43.81499481201172
yellow,-6.920363426208496,-47.6307487487793
yellow,-4.605972766876221,-50.54775619506836
yellow,-2.3527348041534424,-51.88927459716797
yellow,-0.16583850979804993,-52.89080810546875
yellow,2.041154146194458,-53.27228546142578
yellow,4.1573920249938965,-53.36496353149414
yellow,8.751763343811035,-53.05743408203125
yellow,12.996903419494629,-52.164520263671875
yellow,16.446369171142578,-52.551719665527344
yellow,19.58946418762207,-54.87992477416992
yellow,21.404584884643555,-57.288639068603516
yellow,25.262435913085938,-63.392913818359375
yellow,26.204153060913086,-65.97672271728516
yellow,26.147523880004883,-68.3555679321289
yellow,24.710147857666016,-69.91590118408203
yellow,21.122005462646484,-70.25959014892578
yellow,16.89297866821289,-69.46488952636719
yellow,12.550552368164062,-68.42035675048828
yellow,8.614106178283691,-67.52450561523438
yellow,5.129886627197266,-66.63642120361328
yellow,1.2918307781219482,-65.51882934570312
yellow,-0.911457359790802,-64.00048828125
yellow,-3.1927506923675537,-61.75905227661133
yellow,-4.889761447906494,-59.921844482421875
yellow,-7.342668056488037,-57.37907791137695
yellow,-9.3245267868042,-55.3648567199707
yellow,-11.927055358886719,-52.585880279541016
yellow,-13.990721702575684,-50.405086517333984
yellow,-15.85561752319336,-48.29188537597656
yellow,-17.421369552612305,-46.340396881103516
yellow,-18.96347999572754,-44.47200393676758
yellow,-20.869033813476562,-41.12173080444336
yellow,-21.783098220825195,-39.55352020263672
yellow,-22.118432998657227,-36.980892181396484
yellow,-22.37822914123535,-33.375526428222656
yellow,-22.28916358947754,-29.805479049682617
yellow,-21.683494567871094,-25.67263412475586
yellow,-20.83962059020996,-21.799604415893555
yellow,-19.733856201171875,-18.06720542907715
yellow,-18.799781799316406,-14.369050979614258
yellow,-17.489906311035156,-10.844764709472656
yellow,-15.561161041259766,-8.869563102722168
yellow,-13.941559791564941,-7.278768062591553
yellow,-11.831618309020996,-5.82119607925415
yellow,-9.602931022644043,-4.786125183105469
yellow,-6.357803821563721,-3.6278462409973145
yellow,-3.796358585357666,-2.9046835899353027
